3713 2723979 1927
3712 2725906 2769
3711 2728675 3110
3710 2731785 1958
3709 2733743 2361
3708 2736104 1466
3707 2737570 1525
3706 2739095 4226
3705 2743321 3456
3704 2746777 3832
3703 2750609 2059
3702 2752668 10083
3701 2762751 11160
3700 2773911 3630
3699 2777541 3802
3698 2781343 3817
3697 2785160 2162
3696 2787322 1950
3693 2789272 3206
3691 2792478 2097
3690 2794575 3047
3689 2797622 3298
3688 2800920 3819
3687 2804739 3018
3686 2807757 5332
3685 2813089 3276
3684 2816365 6258
3683 2822623 3404
3682 2826027 1346
3681 2827373 2093
3680 2829466 520
3679 2829986 3741
3678 2833727 3532
3677 2837259 1349
3676 2838608 579
3675 2839187 541
3674 2839728 680
3673 2840408 869
3672 2841277 540
3671 2841817 745
3670 2842562 5304
3669 2847866 7327
3668 2855193 1592
3667 2856785 2900
3666 2859685 1345
3665 2861030 2152
3664 2863182 2030
3663 2865212 1144
3662 2866356 4022
3661 2870378 2789
3660 2873167 5295
3659 2878462 1227
3658 2879689 1207
3656 2880896 4566
3655 2885462 3094
3654 2888556 1890
3653 2890446 1314
3652 2891760 8360
3651 2900120 2614
3650 2902734 3740
3649 2906474 3494
3648 2909968 1988
3646 2911956 2029
3645 2913985 5554
3644 2919539 9412
3643 2928951 9174
3642 2938125 2713
3641 2940838 5100
3640 2945938 4629
3639 2950567 5606
3638 2956173 3511
3637 2959684 2859
3636 2962543 2910
3635 2965453 4065
3634 2969518 606
3633 2970124 3500
3632 2973624 4071
3631 2977695 2039
3630 2979734 1279
3629 2981013 913
3628 2981926 4945
3627 2986871 7772
3626 2994643 5786
3624 3000429 2461
3623 3002890 3599
3622 3006489 1744
3621 3008233 6078
3620 3014311 4156
3619 3018467 520
3618 3018987 2688
3617 3021675 2707
3616 3024382 1645
3615 3026027 3762
3614 3029789 1373
3613 3031162 8932
3612 3040094 720
3611 3040814 4370
3610 3045184 1460
3609 3046644 8081
3608 3054725 5268
3607 3059993 678
3606 3060671 6084
3605 3066755 929
3604 3067684 15587
3603 3083271 5701
3602 3088972 801
3601 3089773 6285
3600 3096058 8017
3599 3104075 937
3598 3105012 11612
3597 3116624 4332
3596 3120956 3896
3595 3124852 3296
3594 3128148 14173
3593 3142321 3709
3592 3146030 8111
3591 3154141 1701
3590 3155842 3130
3589 3158972 2945
3588 3161917 5384
3587 3167301 2225
3586 3169526 8918
3585 3178444 4483
3584 3182927 5020
3583 3187947 4098
3582 3192045 8053
3581 3200098 12573
3580 3212671 1475
3579 3214146 788
3578 3214934 1748
3577 3216682 316
3576 3216998 9099
3575 3226097 1378
3573 3227475 1081
3572 3228556 3792
3571 3232348 9515
3570 3241863 4712
3569 3246575 9136
3568 3255711 5489
3567 3261200 5257
3566 3266457 1896
3565 3268353 4237
3564 3272590 8275
3563 3280865 2152
3562 3283017 6391
3561 3289408 837
3560 3290245 1354
3559 3291599 2160
3558 3293759 1572
3557 3295331 1377
3556 3296708 5101
3555 3301809 7537
3554 3309346 15111
3553 3324457 6764
3552 3331221 4997
3551 3336218 8525
3550 3344743 7581
3549 3352324 8224
3548 3360548 1936
3547 3362484 6863
3546 3369347 5191
3545 3374538 8171
3544 3382709 1372
3543 3384081 1946
3542 3386027 1172
3541 3387199 4479
3540 3391678 16380
3539 3408058 2072
3538 3410130 3580
3537 3413710 4043
3536 3417753 5695
3535 3423448 8898
3534 3432346 18045
3533 3450391 2198
3532 3452589 7428
3531 3460017 1486
3530 3461503 1188
3529 3462691 1370
3528 3464061 4504
3527 3468565 1540
3526 3470105 4162
3525 3474267 4493
3524 3478760 4389
3523 3483149 8416
3522 3491565 20231
3521 3511796 2536
3520 3514332 2481
3519 3516813 3455
3518 3520268 2529
3517 3522797 2059
3516 3524856 2434
3515 3527290 3760
3514 3531050 4919
3513 3535969 4218
3512 3540187 2303
3511 3542490 5833
3510 3548323 2127
3509 3550450 5114
3508 3555564 3278
3507 3558842 1883
3506 3560725 3315
3505 3564040 1549
3504 3565589 596
3503 3566185 3290
3502 3569475 9375
3501 3578850 1316
3499 3580166 5171
3497 3585337 3942
3496 3589279 2581
3495 3591860 777
3494 3592637 1737
3493 3594374 3458
3492 3597832 5543
3491 3603375 4662
3490 3608037 5368
3488 3613405 1404
3487 3614809 3382
3486 3618191 9947
3485 3628138 1118
3484 3629256 9978
3483 3639234 6890
3482 3646124 1883
3481 3648007 4437
3480 3652444 12139
3478 3664583 933
3476 3665516 2236
3474 3667752 904
3472 3668656 4727
3470 3673383 7402
3469 3680785 4408
3468 3685193 2540
3467 3687733 4274
3466 3692007 5493
3465 3697500 5422
3464 3702922 3314
3463 3706236 4791
3462 3711027 5034
3461 3716061 2623
3460 3718684 1740
3459 3720424 5464
3458 3725888 3031
3457 3728919 5934
3456 3734853 4172
3455 3739025 3691
3454 3742716 5351
3453 3748067 5319
3452 3753386 2680
3451 3756066 8730
3450 3764796 1921
3449 3766717 4080
3448 3770797 3314
3447 3774111 20486
3446 3794597 2301
3445 3796898 1737
3444 3798635 2312
3443 3800947 3825
3442 3804772 2777
3441 3807549 4507
3440 3812056 4108
3439 3816164 3134
3438 3819298 3581
3437 3822879 4584
3436 3827463 4703
3435 3832166 1295
3434 3833461 2308
3433 3835769 2734
3432 3838503 2322
3431 3840825 1949
3430 3842774 1256
3429 3844030 2962
3428 3846992 2673
3427 3849665 4176
3426 3853841 792
3425 3854633 975
3424 3855608 4438
3423 3860046 2458
3422 3862504 6083
3421 3868587 3867
3420 3872454 1881
3419 3874335 5539
3418 3879874 4702
3417 3884576 5568
3416 3890144 5177
3415 3895321 3144
3414 3898465 531
3413 3898996 463
3412 3899459 495
3411 3899954 479
3410 3900433 487
3409 3900920 511
3408 3901431 481
3407 3901912 533
3406 3902445 497
3405 3902942 473
3404 3903415 465
3403 3903880 495
3402 3904375 444
3401 3904819 435
3400 3905254 418
3399 3905672 5415
3398 3911087 14071
3397 3925158 3795
3395 3928953 7912
3394 3936865 3925
3393 3940790 9613
3391 3950403 3493
3390 3953896 1741
3389 3955637 9784
3388 3965421 4625
3387 3970046 4649
3386 3974695 6580
3385 3981275 1409
3384 3982684 5712
3383 3988396 1375
3382 3989771 5409
3381 3995180 9301
3380 4004481 15316
3379 4019797 1724
3378 4021521 2295
3377 4023816 6077
3376 4029893 2361
3375 4032254 4868
3374 4037122 4398
3373 4041520 3309
3372 4044829 7363
3371 4052192 1357
3370 4053549 3955
3369 4057504 1140
3368 4058644 7370
3367 4066014 5092
3366 4071106 5642
3365 4076748 2921
3364 4079669 3568
3363 4083237 4384
3362 4087621 2379
3361 4090000 925
3360 4090925 6925
3359 4097850 5115
3358 4102965 3672
3357 4106637 593
3356 4107230 3223
3355 4110453 8183
3354 4118636 5590
3353 4124226 1915
3352 4126141 3053
3351 4129194 3372
3350 4132566 7630
3349 4140196 10933
3348 4151129 1604
3347 4152733 1708
3346 4154441 2607
3345 4157048 2132
3344 4159180 1712
3343 4160892 7526
3342 4168418 2954
3341 4171372 2984
3340 4174356 6490
3339 4180846 1988
3338 4182834 5195
3337 4188029 6287
3336 4194316 8783
3335 4203099 1967
3334 4205066 2747
3333 4207813 4665
3332 4212478 1546
3331 4214024 668
3330 4214692 1274
3329 4215966 2211
3328 4218177 3868
3327 4222045 5068
3326 4227113 10972
3325 4238085 5880
3324 4243965 1503
3323 4245468 1682
3321 4247150 3609
3320 4250759 4144
3319 4254903 15500
3318 4270403 3392
3317 4273795 3739
3316 4277534 4776
3315 4282310 3424
3314 4285734 2507
3313 4288241 5476
3312 4293717 5386
3311 4299103 1786
3310 4300889 1906
3309 4302795 27024
3308 4329819 2293
3307 4332112 2112
3306 4334224 3177
3305 4337401 2196
3304 4339597 9690
3303 4349287 4422
3302 4353709 2950
3301 4356659 1107
3300 4357766 793
3299 4358559 3785
3298 4362344 2588
3297 4364932 2585
3296 4367517 2077
3295 4369594 1507
3294 4371101 2795
3293 4373896 6795
3292 4380691 1709
3291 4382400 1702
3290 4384102 5371
3289 4389473 1717
3288 4391190 5621
3287 4396811 4825
3286 4401636 6350
3285 4407986 3466
3284 4411452 8508
3283 4419960 1843
3282 4421803 1053
3281 4422856 791
3280 4423647 1122
3279 4424769 2195
3278 4426964 9703
3277 4436667 3593
3276 4440260 3353
3275 4443613 3374
3274 4446987 1846
3273 4448833 10782
3272 4459615 467
3271 4460082 1135
3270 4461217 3979
3269 4465196 1287
3268 4466483 10170
3267 4476653 2956
3266 4479609 1134
3265 4480743 1345
3264 4482088 2368
3263 4484456 2401
3262 4486857 2531
3261 4489388 2215
3260 4491603 6824
3259 4498427 9126
3258 4507553 762
3257 4508315 10504
3256 4518819 2281
3255 4521100 2717
3254 4523817 3458
3253 4527275 2549
3251 4529824 2859
3250 4532683 1262
3249 4533945 1811
3248 4535756 4541
3247 4540297 6675
3246 4546972 5691
3245 4552663 3892
3244 4556555 4435
3243 4560990 1433
3242 4562423 4446
3241 4566869 1872
3240 4568741 2052
3239 4570793 4039
3238 4574832 2560
3237 4577392 3398
3236 4580790 2672
3235 4583462 2383
3234 4585845 3158
3233 4589003 951
3232 4589954 7192
3231 4597146 812
3230 4597958 3141
3229 4601099 2089
3228 4603188 2708
3227 4605896 4814
3226 4610710 3593
3225 4614303 3665
3224 4617968 1594
3223 4619562 997
3222 4620559 547
3221 4621106 4091
3220 4625197 4287
3219 4629484 710
3218 4630194 3765
3217 4633959 6298
3216 4640257 4308
3215 4644565 4122
3214 4648687 3490
3213 4652177 1117
3212 4653294 2299
3211 4655593 1268
3210 4656861 3091
3209 4659952 1829
3208 4661781 635
3207 4662416 3626
3206 4666042 6217
3205 4672259 6700
3204 4678959 1942
3203 4680901 2159
3201 4683060 1096
3200 4684156 1040
3199 4685196 2227
3198 4687423 1099
3197 4688522 4326
3196 4692848 3718
3195 4696566 2099
3194 4698665 7564
3193 4706229 4542
3192 4710771 2466
3191 4713237 6500
3190 4719737 9777
3189 4729514 1905
3188 4731419 4000
3187 4735419 9109
3186 4744528 1704
3185 4746232 5685
3184 4751917 3653
3183 4755570 4620
3182 4760190 3719
3180 4763909 13744
3179 4777653 6601
3178 4784254 2138
3177 4786392 14612
3176 4801004 4306
3175 4805310 1911
3174 4807221 2041
3173 4809262 2622
3172 4811884 1138
3171 4813022 1688
3170 4814710 3500
3169 4818210 2255
3168 4820465 2504
3167 4822969 2082
3166 4825051 2498
3165 4827549 4827
3164 4832376 1464
3163 4833840 3981
3162 4837821 570
3161 4838391 1499
3160 4839890 1209
3159 4841099 909
3158 4842008 1988
3157 4843996 972
3156 4844968 2258
3155 4847226 1126
3154 4848352 4698
3153 4853050 4400
3152 4857450 2514
3151 4859964 894
3150 4860858 1652
3149 4862510 1164
3148 4863674 1823
3147 4865497 1291
3146 4866788 3686
3145 4870474 4244
3144 4874718 936
3143 4875654 749
3142 4876403 3164
3141 4879567 831
3140 4880398 4206
3139 4884604 686
3138 4885290 2968
3137 4888258 5315
3135 4893573 1873
3134 4895446 1448
3133 4896894 6347
3132 4903241 11961
3131 4915202 8276
3130 4923478 4874
3129 4928352 5450
3128 4933802 7522
3127 4941324 5424
3126 4946748 9203
3125 4955951 2054
3124 4958005 2189
3123 4960194 3509
3122 4963703 2380
3121 4966083 3358
3120 4969441 3543
3119 4972984 5827
3118 4978811 7709
3117 4986520 3096
3116 4989616 4501
3115 4994117 4742
3114 4998859 4789
3113 5003648 2584
3112 5006232 1929
3111 5008161 5256
3110 5013417 2608
3109 5016025 3181
3108 5019206 6832
3107 5026038 1151
3105 5027189 2432
3104 5029621 2676
3103 5032297 1968
3102 5034265 1252
3101 5035517 5529
3100 5041046 1307
3099 5042353 3972
3098 5046325 9659
3097 5055984 2440
3096 5058424 927
3095 5059351 1638
3093 5060989 969
3092 5061958 2069
3091 5064027 1470
3090 5065497 8336
3089 5073833 1471
3088 5075304 3085
3087 5078389 3685
3086 5082074 1042
3085 5083116 1359
3084 5084475 2364
3083 5086839 2712
3082 5089551 1171
3081 5090722 3174
3080 5093896 1519
3079 5095415 2560
3078 5097975 7858
3077 5105833 3127
3076 5108960 843
3075 5109803 3840
3074 5113643 878
3073 5114521 831
3072 5115352 1675
3071 5117027 1195
3070 5118222 1631
3069 5119853 1124
3068 5120977 1264
3067 5122241 4169
3066 5126410 2847
3065 5129257 1669
3063 5130926 5223
3062 5136149 2813
3061 5138962 683
3060 5139645 2654
3059 5142299 1184
3058 5143483 1940
3057 5145423 3370
3056 5148793 1736
3055 5150529 4851
3054 5155380 2342
3053 5157722 1705
3052 5159427 6037
3051 5165464 1202
3050 5166666 7667
3049 5174333 7634
3048 5181967 3127
3047 5185094 1175
3046 5186269 1189
3045 5187458 5252
3044 5192710 2805
3043 5195515 3539
3042 5199054 3100
3041 5202154 1751
3040 5203905 2442
3039 5206347 4462
3038 5210809 7416
3037 5218225 1869
3036 5220094 368
3035 5220462 2624
3034 5223086 4066
3033 5227152 4061
3032 5231213 5754
3031 5236967 1819
3030 5238786 8918
3029 5247704 3443
3028 5251147 2288
3027 5253435 4651
3026 5258086 6177
3025 5264263 4327
3024 5268590 10452
3023 5279042 5688
3022 5284730 2889
3021 5287619 5749
3020 5293368 6424
3019 5299792 9629
3018 5309421 4458
3017 5313879 6806
3016 5320685 7969
3015 5328654 1525
3014 5330179 2431
3013 5332610 4998
3012 5337608 2155
3011 5339763 10150
3010 5349913 1633
3009 5351546 3785
3008 5355331 2952
3007 5358283 3719
3006 5362002 2347
3005 5364349 3686
3004 5368035 2189
3003 5370224 10193
3002 5380417 6871
3001 5387288 3588
3000 5390876 6366
2997 5397242 1624
2996 5398866 9572
2995 5408438 6420
2994 5414858 6627
2993 5421485 1495
2992 5422980 22545
2991 5445525 966
2990 5446491 1772
2989 5448263 5906
2988 5454169 5303
2987 5459472 11749
2982 5471221 987
2981 5472208 1207
2980 5473415 2741
2979 5476156 3635
2978 5479791 2865
2977 5482656 7797
2976 5490453 493
2975 5490946 756
2974 5491702 4799
2973 5496501 1210
2972 5497711 3504
2971 5501215 3493
2970 5504708 6516
2969 5511224 4139
2968 5515363 15069
2967 5530432 1031
2966 5531463 3768
2964 5535231 1661
2963 5536892 946
2962 5537838 1639
2961 5539477 9751
2960 5549228 3497
2959 5552725 7526
2958 5560251 8169
2957 5568420 2870
2956 5571290 1836
2955 5573126 1704
2954 5574830 1408
2953 5576238 4983
2952 5581221 1938
2950 5583159 1390
2948 5584549 2767
2947 5587316 3696
2946 5591012 2562
2945 5593574 6156
2942 5599730 7974
2940 5607704 15279
2939 5622983 2557
2938 5625540 3467
2937 5629007 1633
2935 5630640 1494
2933 5632134 1820
2932 5633954 2317
2929 5636271 3049
2928 5639320 5516
2927 5644836 9994
2926 5654830 4947
2925 5659777 1223
2924 5661000 5990
2916 5666990 7720
2914 5674710 5793
2913 5680503 6514
2912 5687017 2085
2911 5689102 11613
2910 5700715 9216
2909 5709931 6182
2907 5716113 3083
2906 5719196 2514
2904 5721710 1317
2903 5723027 1108
2902 5724135 14608
2899 5738743 3617
2898 5742360 11198
2897 5753558 4333
2896 5757891 12269
2895 5770160 1759
2894 5771919 726
2893 5772645 994
2892 5773639 627
2891 5774266 557
2890 5774823 804
2889 5775627 3116
2888 5778743 1291
2887 5780034 10096
2886 5790130 4024
2885 5794154 672
2884 5794826 753
2883 5795579 10993
2882 5806572 5333
2881 5811905 1010
2880 5812915 1019
2879 5813934 1093
2878 5815027 2484
2877 5817511 1506
2876 5819017 6977
2875 5825994 3942
2874 5829936 8850
2873 5838786 740
2872 5839526 1111
2871 5840637 4197
2870 5844834 6158
2869 5850992 3669
2868 5854661 4376
2867 5859037 1858
2866 5860895 4400
2865 5865295 4543
2864 5869838 4603
2863 5874441 5494
2862 5879935 1767
2861 5881702 1104
2860 5882806 4049
2859 5886855 9624
2858 5896479 5801
2857 5902280 2844
2856 5905124 3225
2855 5908349 712
2854 5909061 1779
2853 5910840 9090
2852 5919930 1594
2851 5921524 3681
2850 5925205 12279
2849 5937484 14657
2848 5952141 3897
2847 5956038 4365
2846 5960403 12436
2845 5972839 4029
2844 5976868 3716
2843 5980584 25941
2842 6006525 2596
2841 6009121 12223
2840 6021344 5467
2839 6026811 2315
2838 6029126 2786
2837 6031912 1385
2836 6033297 5532
2835 6038829 662
2834 6039491 3802
2833 6043293 1152
2832 6044445 713
2831 6045158 1162
2830 6046320 9734
2829 6056054 9705
2828 6065759 6352
2827 6072111 6260
2826 6078371 6750
2825 6085121 5982
2824 6091103 3344
2823 6094447 1750
2822 6096197 2915
2821 6099112 1406
2820 6100518 9039
2819 6109557 6715
2818 6116272 3262
2817 6119534 6471
2816 6126005 1698
2815 6127703 6084
2814 6133787 6103
2813 6139890 3029
2812 6142919 6390
2811 6149309 4317
2809 6153626 2130
2808 6155756 1553
2806 6157309 10741
2805 6168050 5742
2804 6173792 6364
2802 6180156 772
2801 6180928 3235
2800 6184163 767
2799 6184930 2571
2798 6187501 1235
2797 6188736 4740
2796 6193476 1962
2795 6195438 2854
2794 6198292 5248
2793 6203540 3971
2792 6207511 30932
2791 6238443 2759
2790 6241202 3708
2789 6244910 4443
2788 6249353 6579
2787 6255932 5219
2786 6261151 7311
2785 6268462 980
2783 6269442 3475
2781 6272917 1957
2780 6274874 2365
2779 6277239 1334
2777 6278573 1101
2776 6279674 3890
2775 6283564 1382
2774 6284946 3118
2773 6288064 1443
2772 6289507 1832
2771 6291339 2404
2770 6293743 12600
2769 6306343 4612
2768 6310955 7360
2767 6318315 1470
2766 6319785 1761
2764 6321546 1616
2763 6323162 2846
2762 6326008 20089
2761 6346097 3032
2760 6349129 2444
2759 6351573 5196
2757 6356769 2192
2755 6358961 1027
2754 6359988 2340
2753 6362328 1215
2752 6363543 11633
2751 6375176 6131
2750 6381307 5013
2749 6386320 580
2748 6386900 1403
2747 6388303 2441
2746 6390744 2236
2745 6392980 1210
2743 6394190 1720
2742 6395910 1793
2740 6397703 5786
2739 6403489 2648
2738 6406137 811
2737 6406948 1067
2736 6408015 2071
2735 6410086 2765
2734 6412851 4474
2733 6417325 5875
2732 6423200 5441
2731 6428641 2936
2730 6431577 4371
2729 6435948 2527
2728 6438475 1133
2727 6439608 1536
2726 6441144 2551
2725 6443695 702
2724 6444397 4422
2723 6448819 1298
2722 6450117 5724
2721 6455841 2227
2720 6458068 2883
2718 6460951 3294
2717 6464245 651
2716 6464896 1507
2714 6466403 5500
2712 6471903 7364
2711 6479267 9079
2710 6488346 5088
2709 6493434 2854
2708 6496288 6322
2707 6502610 798
2706 6503408 1145
2705 6504553 935
2703 6505488 981
2702 6506469 6329
2701 6512798 3126
2700 6515924 2006
2699 6517930 1973
2698 6519903 3754
2697 6523657 812
2696 6524469 5802
2695 6530271 4290
2694 6534561 10137
2693 6544698 2752
2692 6547450 7292
2691 6554742 1606
2690 6556348 4105
2689 6560453 3418
2688 6563871 1271
2687 6565142 7272
2686 6572414 5778
2685 6578192 1851
2684 6580043 8575
2683 6588618 6233
2682 6594851 4132
2681 6598983 4593
2680 6603576 3311
2679 6606887 1491
2678 6608378 2141
2677 6610519 2165
2676 6612684 4787
2675 6617471 6529
2674 6624000 4375
2673 6628375 5535
2672 6633910 2243
2671 6636153 7983
2670 6644136 4555
2669 6648691 4902
2668 6653593 4309
2667 6657902 3440
2666 6661342 3655
2665 6664997 4164
2664 6669161 1068
2663 6670229 4803
2662 6675032 6638
2661 6681670 5149
2660 6686819 11601
2659 6698420 3481
2658 6701901 4591
2656 6706492 5934
2653 6712426 3511
2652 6715937 3149
2651 6719086 1660
2650 6720746 1543
2648 6722289 3987
2647 6726276 3548
2645 6729824 6241
2644 6736065 5466
2643 6741531 7955
2642 6749486 10273
2641 6759759 9686
2640 6769445 10524
2639 6779969 8431
2638 6788400 9420
2637 6797820 6559
2636 6804379 2694
2635 6807073 3577
2634 6810650 2908
2632 6813558 3924
2631 6817482 2166
2630 6819648 468
2629 6820116 3412
2628 6823528 2886
2627 6826414 3380
2626 6829794 3687
2625 6833481 6458
2624 6839939 6796
2623 6846735 8418
2622 6855153 2291
2620 6857444 9058
2619 6866502 5552
2618 6872054 1770
2617 6873824 3399
2616 6877223 2919
2615 6880142 1580
2614 6881722 2883
2613 6884605 6422
2612 6891027 4217
2611 6895244 9529
2610 6904773 2941
2609 6907714 7196
2608 6914910 1031
2607 6915941 6338
2606 6922279 5160
2605 6927439 5332
2604 6932771 5167
2603 6937938 3605
2602 6941543 2045
2601 6943588 11547
2600 6955135 8083
2599 6963218 2346
2598 6965564 5007
2597 6970571 1842
2596 6972413 1107
2595 6973520 2149
2594 6975669 2697
2593 6978366 1514
2592 6979880 4191
2591 6984071 1246
2590 6985317 1300
2589 6986617 1137
2588 6987754 1863
2587 6989617 2289
2586 6991906 5088
2585 6996994 1164
2584 6998158 993
2583 6999151 1278
2582 7000429 977
2581 7001406 1793
2580 7003199 1775
2579 7004974 3872
2578 7008846 4880
2575 7013726 3209
2574 7016935 3332
2573 7020267 1098
2572 7021365 1635
2571 7023000 2173
2570 7025173 892
2569 7026065 1378
2568 7027443 1415
2567 7028858 2720
2566 7031578 3365
2565 7034943 2993
2564 7037936 3244
2563 7041180 4003
2562 7045183 1615
2561 7046798 868
2560 7047666 1301
2559 7048967 2797
2558 7051764 1609
2557 7053373 2971
2555 7056344 1682
2554 7058026 5616
2553 7063642 2594
2552 7066236 5190
2551 7071426 1722
2550 7073148 1527
2549 7074675 2198
2548 7076873 1346
